name,in_cpgrams_nodal_pg,in_cpgrams_appeal,nodal_source_url,appeal_source_url,fetched_at_utc
Rural Development,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
School Education and Literacy,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Science and Technology,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Scientific & Industrial Research,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Securities and Exchange Board of India,no,yes,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Shipping,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Skill Development and Entrepreneurship,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Social Justice and Empowerment,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Space,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Sports,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Staff Selection Commission,yes,yes,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Statistics and Programme Implementation,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Steel,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Telecommunications,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Textiles,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Tourism,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Tribal Affairs,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Unique Identification Authority of India,yes,yes,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
"Water Resources, River Development & Ganga Rejuvenuation,",yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Women and Child Development,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
Youth Affairs,yes,no,https://pgportal.gov.in/Home/NodalPgOfficers,https://pgportal.gov.in/Home/NodalAuthorityForAppeal,2026-08-23T06:45:58.414113+00:00
